mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.007955014705657959,0.002253488988255972,0.49770867824554443,0.015619291137957049,3,{'n_neighbors': 3},0.7765575079872205,0.7839456869009584,0.7724640575079872,0.7777333999001498,0.777675163074079,0.004114840054774533,4
0.005814969539642334,0.00042382218285503154,0.44982463121414185,0.015378169047139264,5,{'n_neighbors': 5},0.7887380191693291,0.7925319488817891,0.7860423322683706,0.7916125811283076,0.7897312203619491,0.002548428071920278,3
0.006121635437011719,0.0007988492097430043,0.4539265036582947,0.014508906822223212,7,{'n_neighbors': 7},0.7962260383386581,0.7933306709265175,0.7926317891373802,0.7987019470793809,0.7952226113704842,0.002418906836916487,2
0.005564510822296143,6.626329077721157e-05,0.44401007890701294,0.0033187796602530692,9,{'n_neighbors': 9},0.7999201277955271,0.797923322683706,0.7967252396166135,0.801098352471293,0.798916760641785,0.0016996890845170601,1
