mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
214.91226160526276,41.51395878632657,4.453623533248901,0.14252374779298768,linear,{'kernel': 'linear'},0.7907348242811502,0.7946285942492013,0.792332268370607,0.7943085371942087,0.7930010560237918,0.001576504909806245,1
