mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_multi_class,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.20882350206375122,0.01653319790575081,0.0075225830078125,0.003186553463436096,1,200,multinomial,l2,"{'C': 1, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8005191693290735,0.8058911632551173,0.802536089535824,0.002171196125653279,13
0.004147648811340332,0.00010047419738430884,0.0,0.0,1,300,ovr,l1,"{'C': 1, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.08828425407409668,0.016703214315468774,0.004809379577636719,0.000764507585768069,1,300,ovr,l2,"{'C': 1, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l2'}",0.803214856230032,0.8007188498402555,0.8005191693290735,0.8056914628057913,0.8025360845512881,0.002108757449864662,16
0.003593742847442627,0.00015727725492949515,0.0,0.0,1,300,multinomial,l1,"{'C': 1, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.17479777336120605,0.020137378093216442,0.004024624824523926,0.0006920536242675945,1,300,multinomial,l2,"{'C': 1, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8005191693290735,0.8058911632551173,0.802536089535824,0.002171196125653279,13
0.003459155559539795,0.0002503544016790051,0.0,0.0,10,100,ovr,l1,"{'C': 10, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.07599282264709473,0.003780102489121643,0.0041468143463134766,0.00039540731215249435,10,100,ovr,l2,"{'C': 10, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8059910134797803,0.8026109722197854,0.0021649661421232055,10
0.003394484519958496,0.0004322808442591018,0.0,0.0,10,100,multinomial,l1,"{'C': 10, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.1870105266571045,0.021599729948146604,0.005307137966156006,0.0023542508219219506,10,100,multinomial,l2,"{'C': 10, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8006190095846646,0.8007188498402555,0.8060908637044434,0.8026109747120533,0.0022260428709068823,7
0.004363715648651123,0.0012052814657938454,0.0,0.0,10,200,ovr,l1,"{'C': 10, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.07143396139144897,0.00975678139457579,0.0037469863891601562,0.0002743849309633651,10,200,ovr,l2,"{'C': 10, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8059910134797803,0.8026109722197854,0.0021649661421232055,10
0.003786444664001465,0.0002712246077722156,0.0,0.0,10,200,multinomial,l1,"{'C': 10, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.1611335277557373,0.0070196707978589495,0.003731667995452881,0.0005116298660186371,10,200,multinomial,l2,"{'C': 10, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8006190095846646,0.8007188498402555,0.8060908637044434,0.8026109747120533,0.0022260428709068823,7
0.0032845735549926758,0.0005800814795460113,0.0,0.0,10,300,ovr,l1,"{'C': 10, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.07529699802398682,0.009975746594593961,0.0036782026290893555,0.00024366434189608413,10,300,ovr,l2,"{'C': 10, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8059910134797803,0.8026109722197854,0.0021649661421232055,10
0.002923250198364258,0.00042871761046341567,0.0,0.0,10,300,multinomial,l1,"{'C': 10, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.17927253246307373,0.02468760300410746,0.0043027400970458984,0.000599352181187426,10,300,multinomial,l2,"{'C': 10, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8030151757188498,0.8006190095846646,0.8007188498402555,0.8060908637044434,0.8026109747120533,0.0022260428709068823,7
0.0031371712684631348,0.00060842261789432,0.0,0.0,100,100,ovr,l1,"{'C': 100, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.07526558637619019,0.010194947157781353,0.0039021968841552734,0.00035779412696519247,100,100,ovr,l2,"{'C': 100, 'max_iter': 100, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026608973321169,0.0022432239804006564,1
0.0036895275115966797,0.0007203359591704079,0.0,0.0,100,100,multinomial,l1,"{'C': 100, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.16939222812652588,0.007337355603017462,0.0047626495361328125,0.001194284474953898,100,100,multinomial,l2,"{'C': 100, 'max_iter': 100, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8029153354632588,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026359372682191,0.0022396957869927334,4
0.0034887194633483887,0.00042098754697559194,0.0,0.0,100,200,ovr,l1,"{'C': 100, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.07575386762619019,0.012630940288498772,0.003966629505157471,0.00010435346912227298,100,200,ovr,l2,"{'C': 100, 'max_iter': 200, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026608973321169,0.0022432239804006564,1
0.003730952739715576,0.0005475822205323038,0.0,0.0,100,200,multinomial,l1,"{'C': 100, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.17487972974777222,0.012981771551290341,0.0033565163612365723,0.00030810781296523827,100,200,multinomial,l2,"{'C': 100, 'max_iter': 200, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8029153354632588,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026359372682191,0.0022396957869927334,4
0.0036339759826660156,0.0006104096975430839,0.0,0.0,100,300,ovr,l1,"{'C': 100, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l1'}",,,,,,,37
0.13339483737945557,0.040682957463083085,0.005831480026245117,0.003137894213524193,100,300,ovr,l2,"{'C': 100, 'max_iter': 300, 'multi_class': 'ovr', 'penalty': 'l2'}",0.8030151757188498,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026608973321169,0.0022432239804006564,1
0.0035851001739501953,0.0005456936709394528,0.0,0.0,100,300,multinomial,l1,"{'C': 100, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l1'}",,,,,,,37
0.17441755533218384,0.03454731142132274,0.004687845706939697,0.0005968626245765763,100,300,multinomial,l2,"{'C': 100, 'max_iter': 300, 'multi_class': 'multinomial', 'penalty': 'l2'}",0.8029153354632588,0.8007188498402555,0.8007188498402555,0.8061907139291064,0.8026359372682191,0.0022396957869927334,4
